3433624311421200	中性
3421386029119730	中性
3463735114899450	悲伤
3422884091899270	中性
3421618921023950	中性
3421420497789010	高兴
3421365187109450	中性
3421337597066410	愤怒
3421328420351280	中性
3421323042775650	中性
3421306542684430	中性
3421298300819700	中性
3421294127627720	中性
3421288595129920	中性
3421263655488690	中性
3421256705865820	中性
3421254860662350	中性
3421244471336950	中性
3421243766437950	中性
3421241748849400	愤怒
3421239580095450	中性
3421221855302080	中性
3421210480299060	愤怒
21212030826572100	中性
21212030826155700	中性
21212030823707200	中性
2121203089146030	中性
21212030825920700	中性
21212030810757000	中性
3884529016601770	悲伤
3884379711886740	中性
3884217953790370	高兴
3884212220101200	中性
3884204645142690	愤怒
3884203881820840	中性
3884203076782370	愤怒
3884197892367570	愤怒
3884197871790270	中性
3884195850293570	中性
3884176144932810	高兴
3884171536092220	愤怒
3884171342386270	中性
3884169501485560	中性
3884151570825700	愤怒
21212030816957500	中性
3421306542684431	悲伤
3421420497789019	愤怒
3421254860662357	中性
3884171342386274	悲伤
3422884091899272	中性
3421337597066415	悲伤
3421263655488697	中性
3421365187109454	中性
3884217953790377	悲伤
3884195850293578	愤怒
